time;V(U_a);V(U_o);
0;-2.08316e-05;1.12841e-05;
1e-07;-2.08316e-05;1.12841e-05;
2e-07;-2.08316e-05;1.12841e-05;
4e-07;-2.08316e-05;1.12841e-05;
8e-07;-2.08316e-05;1.12841e-05;
1.6e-06;-2.08316e-05;1.12841e-05;
3.2e-06;-2.08316e-05;1.12841e-05;
6.4e-06;-2.08316e-05;1.12841e-05;
1.28e-05;-2.08316e-05;1.12841e-05;
2.28e-05;-2.08316e-05;1.12841e-05;
3.28e-05;-2.08316e-05;1.12841e-05;
4.28e-05;-2.08316e-05;1.12841e-05;
5.28e-05;-2.08316e-05;1.12841e-05;
6.28e-05;-2.08316e-05;1.12841e-05;
7.28e-05;-2.08316e-05;1.12841e-05;
8.28e-05;-2.08316e-05;1.12841e-05;
9.28e-05;-2.08316e-05;1.12841e-05;
0.0001028;-2.08316e-05;1.12841e-05;
0.0001128;-2.08316e-05;1.12841e-05;
0.0001228;-2.08316e-05;1.12841e-05;
0.0001328;-2.08316e-05;1.12841e-05;
0.0001428;-2.08316e-05;1.12841e-05;
0.0001528;-2.08316e-05;1.12841e-05;
0.0001628;-2.08316e-05;1.12841e-05;
0.0001728;-2.08316e-05;1.12841e-05;
0.0001828;-2.08316e-05;1.12841e-05;
0.0001928;-2.08316e-05;1.12841e-05;
0.0002028;-2.08316e-05;1.12841e-05;
0.0002128;-2.08316e-05;1.1284e-05;
0.0002228;-2.08316e-05;1.12841e-05;
0.0002328;-2.08316e-05;1.1284e-05;
0.0002428;-2.08316e-05;1.12841e-05;
0.0002528;-2.08316e-05;1.1284e-05;
0.0002628;-2.08316e-05;1.12841e-05;
0.0002728;-2.08316e-05;1.1284e-05;
0.0002828;-2.08316e-05;1.12841e-05;
0.0002928;-2.08316e-05;1.1284e-05;
0.0003028;-2.08316e-05;1.12841e-05;
0.0003128;-2.08316e-05;1.1284e-05;
0.0003228;-2.08316e-05;1.12842e-05;
0.0003328;-2.08316e-05;1.1284e-05;
0.0003428;-2.08316e-05;1.12842e-05;
0.0003528;-2.08316e-05;1.1284e-05;
0.0003628;-2.08316e-05;1.12842e-05;
0.0003728;-2.08316e-05;1.1284e-05;
0.0003828;-2.08316e-05;1.12842e-05;
0.0003928;-2.08316e-05;1.1284e-05;
0.0004028;-2.08316e-05;1.12842e-05;
0.0004128;-2.08316e-05;1.12839e-05;
0.0004228;-2.08316e-05;1.12842e-05;
0.0004328;-2.08316e-05;1.12839e-05;
0.0004428;-2.08316e-05;1.12842e-05;
0.0004528;-2.08316e-05;1.12839e-05;
0.0004628;-2.08316e-05;1.12843e-05;
0.0004728;-2.08316e-05;1.12839e-05;
0.0004828;-2.08316e-05;1.12843e-05;
0.0004928;-2.08316e-05;1.12838e-05;
0.0005028;-2.08316e-05;1.12843e-05;
0.0005128;-2.08316e-05;1.12838e-05;
0.0005228;-2.08316e-05;1.12844e-05;
0.0005328;-2.08316e-05;1.12838e-05;
0.0005428;-2.08316e-05;1.12844e-05;
0.0005528;-2.08316e-05;1.12837e-05;
0.0005628;-2.08316e-05;1.12845e-05;
0.0005728;-2.08316e-05;1.12837e-05;
0.0005828;-2.08316e-05;1.12845e-05;
0.0005928;-2.08316e-05;1.12836e-05;
0.0006028;-2.08316e-05;1.12846e-05;
0.0006128;-2.08316e-05;1.12835e-05;
0.0006228;-2.08316e-05;1.12847e-05;
0.0006328;-2.08316e-05;1.12835e-05;
0.0006428;-2.08316e-05;1.12848e-05;
0.0006528;-2.08316e-05;1.12834e-05;
0.0006628;-2.08316e-05;1.12849e-05;
0.0006728;-2.08316e-05;1.12833e-05;
0.0006828;-2.08316e-05;1.1285e-05;
0.0006928;-2.08316e-05;1.12831e-05;
0.0007028;-2.08316e-05;1.12851e-05;
0.0007128;-2.08316e-05;1.1283e-05;
0.0007228;-2.08316e-05;1.12852e-05;
0.0007328;-2.08316e-05;1.12828e-05;
0.0007428;-2.08316e-05;1.12854e-05;
0.0007528;-2.08316e-05;1.12826e-05;
0.0007628;-2.08316e-05;1.12856e-05;
0.0007728;-2.08316e-05;1.12824e-05;
0.0007828;-2.08316e-05;1.12859e-05;
0.0007928;-2.08316e-05;1.12822e-05;
0.0008028;-2.08316e-05;1.12861e-05;
0.0008128;-2.08316e-05;1.12819e-05;
0.0008228;-2.08316e-05;1.12864e-05;
0.0008328;-2.08317e-05;1.12816e-05;
0.0008428;-2.08316e-05;1.12868e-05;
0.0008528;-2.08317e-05;1.12812e-05;
0.0008628;-2.08316e-05;1.12872e-05;
0.0008728;-2.08317e-05;1.12808e-05;
0.0008828;-2.08316e-05;1.12876e-05;
0.0008928;-2.08317e-05;1.12803e-05;
0.0009028;-2.08316e-05;1.12882e-05;
0.0009128;-2.08317e-05;1.12797e-05;
0.0009228;-2.08316e-05;1.12888e-05;
0.0009328;-2.08317e-05;1.1279e-05;
0.0009428;-2.08315e-05;1.12895e-05;
0.0009528;-2.08317e-05;1.12783e-05;
0.0009628;-2.08315e-05;1.12903e-05;
0.0009728;-2.08317e-05;1.12774e-05;
0.0009828;-2.08315e-05;1.12912e-05;
0.0009928;-2.08317e-05;1.12764e-05;
0.0010028;-2.08315e-05;1.12922e-05;
0.0010128;-2.08317e-05;1.12753e-05;
0.0010228;-2.08315e-05;1.12935e-05;
0.0010328;-2.08317e-05;1.1274e-05;
0.0010428;-2.08315e-05;1.12948e-05;
0.0010528;-2.08318e-05;1.12725e-05;
0.0010628;-2.08314e-05;1.12965e-05;
0.0010728;-2.08318e-05;1.12707e-05;
0.0010828;-2.08314e-05;1.12983e-05;
0.0010928;-2.08318e-05;1.12687e-05;
0.0011028;-2.08314e-05;1.13004e-05;
0.0011128;-2.08318e-05;1.12665e-05;
0.0011228;-2.08313e-05;1.13029e-05;
0.0011328;-2.08319e-05;1.12638e-05;
0.0011428;-2.08313e-05;1.13057e-05;
0.0011528;-2.08319e-05;1.12608e-05;
0.0011628;-2.08313e-05;1.13089e-05;
0.0011728;-2.08319e-05;1.12573e-05;
0.0011828;-2.08312e-05;1.13126e-05;
0.0011928;-2.0832e-05;1.12533e-05;
0.0012028;-2.08311e-05;1.13168e-05;
0.0012128;-2.0832e-05;1.12487e-05;
0.0012228;-2.08311e-05;1.13217e-05;
0.0012328;-2.08321e-05;1.12435e-05;
0.0012428;-2.0831e-05;1.13273e-05;
0.0012528;-2.08322e-05;1.12374e-05;
0.0012628;-2.08309e-05;1.13337e-05;
0.0012728;-2.08322e-05;1.12304e-05;
0.0012828;-2.08308e-05;1.13411e-05;
0.0012928;-2.08323e-05;1.12224e-05;
0.0013028;-2.08306e-05;1.13496e-05;
0.0013128;-2.08324e-05;1.12132e-05;
0.0013228;-2.08305e-05;1.13594e-05;
0.0013328;-2.08325e-05;1.12026e-05;
0.0013428;-2.08303e-05;1.13707e-05;
0.0013528;-2.08327e-05;1.11905e-05;
0.0013628;-2.08301e-05;1.13836e-05;
0.0013728;-2.08328e-05;1.11765e-05;
0.0013828;-2.08299e-05;1.13984e-05;
0.0013928;-2.0833e-05;1.11604e-05;
0.0014028;-2.08296e-05;1.14154e-05;
0.0014128;-2.08332e-05;1.1142e-05;
0.0014228;-2.08293e-05;1.1435e-05;
0.0014328;-2.08334e-05;1.11207e-05;
0.0014428;-2.08289e-05;1.14575e-05;
0.0014528;-2.08337e-05;1.10963e-05;
0.0014628;-2.08285e-05;1.14833e-05;
0.0014728;-2.0834e-05;1.10683e-05;
0.0014828;-2.0828e-05;1.1513e-05;
0.0014928;-2.08343e-05;1.10361e-05;
0.0015028;-2.08275e-05;1.15472e-05;
0.0015128;-2.08347e-05;1.09991e-05;
0.0015228;-2.08268e-05;1.15864e-05;
0.0015328;-2.08352e-05;1.09565e-05;
0.0015428;-2.08261e-05;1.16314e-05;
0.0015528;-2.08357e-05;1.09076e-05;
0.0015628;-2.08252e-05;1.16832e-05;
0.0015728;-2.08362e-05;1.08514e-05;
0.0015828;-2.08242e-05;1.17426e-05;
0.0015928;-2.08369e-05;1.07867e-05;
0.0016028;-2.08231e-05;1.1811e-05;
0.0016128;-2.08377e-05;1.07125e-05;
0.0016228;-2.08218e-05;1.18895e-05;
0.0016328;-2.08385e-05;1.06271e-05;
0.0016428;-2.08203e-05;1.19797e-05;
0.0016528;-2.08395e-05;1.0529e-05;
0.0016628;-2.08185e-05;1.20834e-05;
0.0016728;-2.08406e-05;1.04162e-05;
0.0016828;-2.08165e-05;1.22024e-05;
0.0016928;-2.08419e-05;1.02866e-05;
0.0017028;-2.08142e-05;1.23393e-05;
0.0017128;-2.08433e-05;1.01376e-05;
0.0017228;-2.08115e-05;1.24965e-05;
0.0017328;-2.0845e-05;9.9663e-06;
0.0017428;-2.08084e-05;1.26771e-05;
0.0017528;-2.08468e-05;9.76946e-06;
0.0017628;-2.08048e-05;1.28847e-05;
0.0017728;-2.0849e-05;9.54321e-06;
0.0017828;-2.08007e-05;1.31231e-05;
0.0017928;-2.08514e-05;9.28316e-06;
0.0018028;-2.07959e-05;1.33971e-05;
0.0018128;-2.08542e-05;8.98425e-06;
0.0018228;-2.07904e-05;1.37119e-05;
0.0018328;-2.08573e-05;8.64067e-06;
0.0018428;-2.0784e-05;1.40735e-05;
0.0018528;-2.08609e-05;8.24575e-06;
0.0018628;-2.07766e-05;1.4489e-05;
0.0018728;-2.0865e-05;7.79182e-06;
0.0018828;-2.0768e-05;1.49664e-05;
0.0018928;-2.08696e-05;7.27005e-06;
0.0019028;-2.07582e-05;1.55149e-05;
0.0019128;-2.08748e-05;6.6703e-06;
0.0019228;-2.07467e-05;1.6145e-05;
0.0019328;-2.08808e-05;5.98092e-06;
0.0019428;-2.07335e-05;1.6869e-05;
0.0019528;-2.08875e-05;5.1885e-06;
0.0019628;-2.07183e-05;1.77008e-05;
0.0019728;-2.08951e-05;4.27764e-06;
0.0019828;-2.07006e-05;1.86564e-05;
0.0019928;-2.09038e-05;3.23063e-06;
0.0020028;-2.06802e-05;1.97542e-05;
0.0020128;-2.09136e-05;2.02711e-06;
0.0020228;-2.06566e-05;2.10155e-05;
0.0020328;-2.09247e-05;6.43672e-07;
0.0020428;-2.06292e-05;2.24646e-05;
0.0020528;-2.09373e-05;-9.46584e-07;
0.0020628;-2.05976e-05;2.41294e-05;
0.0020728;-2.09515e-05;-2.77459e-06;
0.0020828;-2.0561e-05;2.60419e-05;
0.00209277;-2.09676e-05;-4.87893e-06;
0.00210259;-2.05184e-05;2.82647e-05;
0.0021122;-2.09872e-05;-7.37036e-06;
0.00212148;-2.04681e-05;3.09576e-05;
0.00213033;-2.10136e-05;-1.04623e-05;
0.00213864;-2.04066e-05;3.44283e-05;
0.00214551;-2.10581e-05;-1.48643e-05;
0.002151;-2.03147e-05;4.03974e-05;
0.00215449;-2.11824e-05;-2.4871e-05;
0.00215637;-2.00057e-05;6.31076e-05;
0.00215716;-2.25031e-05;-0.000124013;
0.00215745;-3.97273e-05;-0.00141412;
0.00215759;-6.54783e-05;-0.00334287;
0.00215768;-9.80327e-05;-0.00578118;
0.00215777;-0.000148659;-0.0095731;
0.00215786;-0.000246039;-0.0168669;
0.00215795;-0.000395097;-0.0280314;
0.00215801;-0.00056843;-0.0410145;
0.00215807;-0.000799972;-0.0583589;
0.00215813;-0.00112767;-0.0829089;
0.0021582;-0.00162055;-0.119844;
0.00215827;-0.00249854;-0.185685;
0.00215835;-0.00392666;-0.292973;
0.00215843;-0.00642679;-0.481746;
0.00215852;-0.0104826;-0.792944;
0.00215861;-0.0170508;-1.32184;
0.0021587;-0.0257703;-2.14402;
0.00215876;-0.0304828;-2.77392;
0.00215882;-0.0326652;-3.5425;
0.00215888;-0.0319879;-4.27933;
0.00215894;-0.0306063;-5.05327;
0.00215902;-0.0292669;-5.95057;
0.00215909;-0.0277909;-6.88181;
0.00215924;-0.023878;-8.74822;
0.00215933;-0.021061;-9.85312;
0.00215938;-0.0127771;-10.3509;
0.00215941;0.00314029;-10.382;
0.00215945;0.0152043;-10.3973;
0.00215946;0.0174914;-10.4009;
0.00215947;0.0199493;-10.4059;
0.00215949;0.021152;-10.4098;
0.0021595;0.0215543;-10.412;
0.00215951;0.0218079;-10.414;
0.00215953;0.0220221;-10.4164;
0.00215954;0.0221817;-10.4185;
0.00215956;0.0224055;-10.4207;
0.00215957;0.0226989;-10.4226;
0.00215959;0.0231846;-10.4249;
0.00215961;0.0238532;-10.4271;
0.00215964;0.024966;-10.4299;
0.00215968;0.0265548;-10.4331;
0.00215972;0.0281325;-10.4359;
0.00215976;0.0298496;-10.4386;
0.00215981;0.0317581;-10.4413;
0.0021599;0.035282;-10.4454;
0.00216002;0.0398873;-10.4498;
0.00216015;0.0449988;-10.4535;
0.00216042;0.0552044;-10.4591;
0.00216093;0.0750944;-10.4657;
0.00216145;0.0952048;-10.4697;
0.00216248;0.135449;-10.474;
0.00216354;0.176316;-10.4756;
0.00216506;0.235253;-10.4766;
0.00216665;0.297071;-10.4769;
0.00216917;0.394826;-10.477;
0.00217235;0.518074;-10.477;
0.00217839;0.75226;-10.477;
0.00218839;1.14013;-10.477;
0.00219839;1.52797;-10.4769;
0.00220839;1.91576;-10.4769;
0.00221839;2.30352;-10.4769;
0.00222839;2.69123;-10.4768;
0.00223839;3.0789;-10.4768;
0.00224839;3.46653;-10.4768;
0.00225636;3.77575;-10.4754;
0.00226337;4.0473;-10.4707;
0.00227083;4.33597;-10.4601;
0.00227845;4.63062;-10.4352;
0.00228138;4.74329;-10.404;
0.00228153;4.74908;-10.4005;
0.00228183;4.76066;-10.3919;
0.00228211;4.77163;-10.3792;
0.00228226;4.77742;-10.3685;
0.00228235;4.78102;-10.3585;
0.00228243;4.78438;-10.3443;
0.00228248;4.78649;-10.3304;
0.00228252;4.78812;-10.3153;
0.00228254;4.78975;-10.295;
0.00228257;4.79176;-10.2629;
0.00228261;4.79469;-10.2033;
0.00228264;4.79717;-10.139;
0.00228268;4.79998;-10.0478;
0.00228271;4.803;-9.93085;
0.00228277;4.80787;-9.71335;
0.00228282;4.81433;-9.38399;
0.0022829;4.82443;-8.77321;
0.00228295;4.831;-8.29319;
0.002283;4.83663;-7.74307;
0.00228305;4.8406;-7.04039;
0.00228312;4.84225;-6.2755;
0.00228317;4.84323;-5.56615;
0.00228325;4.84481;-4.60428;
0.00228332;4.84615;-3.72345;
0.00228347;4.84798;-1.9618;
0.00228363;4.8489;0.0231356;
0.00228395;4.84722;3.99289;
0.00228421;4.84259;7.08295;
0.00228434;4.83882;8.78643;
0.00228443;4.8362;9.78399;
0.00228447;4.83255;10.3196;
0.0022845;4.81682;10.3736;
0.00228453;4.8034;10.3917;
0.00228454;4.80033;10.3961;
0.00228456;4.79732;10.401;
0.00228458;4.79535;10.4054;
0.00228459;4.79437;10.4089;
0.0022846;4.79398;10.4111;
0.00228461;4.79372;10.4132;
0.00228463;4.7935;10.4157;
0.00228464;4.79333;10.4177;
0.00228466;4.79309;10.42;
0.00228467;4.79278;10.422;
0.00228469;4.79229;10.4243;
0.00228471;4.79159;10.4265;
0.00228474;4.79046;10.4294;
0.00228478;4.78893;10.4325;
0.00228482;4.78737;10.4353;
0.00228486;4.78564;10.438;
0.00228491;4.78371;10.4407;
0.002285;4.78016;10.4449;
0.00228512;4.77545;10.4494;
0.00228525;4.77031;10.4531;
0.00228552;4.76004;10.4588;
0.00228605;4.73951;10.4655;
0.00228656;4.71948;10.4694;
0.0022876;4.67938;10.4736;
0.00228866;4.63821;10.4753;
0.00229018;4.57894;10.4762;
0.00229179;4.51656;10.4765;
0.00229432;4.4182;10.4767;
0.00229753;4.29354;10.4767;
0.00230364;4.05639;10.4767;
0.00231364;3.66805;10.4767;
0.00232364;3.27974;10.4767;
0.00233364;2.89148;10.4767;
0.00234364;2.50325;10.4767;
0.00235364;2.11507;10.4767;
0.00236364;1.72692;10.4767;
0.00237364;1.33881;10.4767;
0.00238364;0.950737;10.4767;
0.00239364;0.562708;10.4767;
0.00240364;0.174713;10.4767;
0.00241364;-0.213238;10.4767;
0.00242364;-0.601155;10.4767;
0.00243364;-0.989029;10.4767;
0.00244364;-1.37687;10.4767;
0.00245364;-1.76466;10.4767;
0.00246364;-2.15243;10.4767;
0.00247364;-2.54014;10.4767;
0.00248364;-2.92783;10.4767;
0.00249364;-3.31547;10.4767;
0.00250364;-3.70306;10.4759;
0.00250978;-3.94092;10.4731;
0.00251694;-4.21858;10.4652;
0.00252354;-4.47391;10.4516;
0.00252453;-4.51192;10.4485;
0.0025265;-4.58792;10.4407;
0.00253043;-4.73962;10.4057;
0.00253058;-4.74545;10.4026;
0.00253088;-4.7571;10.3948;
0.00253124;-4.77088;10.3801;
0.00253131;-4.77342;10.3761;
0.00253144;-4.77853;10.3654;
0.00253151;-4.78136;10.3568;
0.00253161;-4.78542;10.3369;
0.00253165;-4.78757;10.3193;
0.00253169;-4.78939;10.2977;
0.00253172;-4.79136;10.2672;
0.00253175;-4.79451;10.2039;
0.00253179;-4.79717;10.1346;
0.00253182;-4.80003;10.0406;
0.00253186;-4.80311;9.91982;
0.00253191;-4.808;9.6997;
0.00253197;-4.81451;9.3661;
0.00253205;-4.82485;8.73493;
0.0025321;-4.83144;8.24699;
0.00253215;-4.83703;7.68293;
0.0025322;-4.84076;6.98285;
0.00253227;-4.84238;6.20105;
0.00253232;-4.84339;5.49482;
0.0025324;-4.845;4.54132;
0.00253248;-4.84642;3.61698;
0.00253262;-4.84833;1.76442;
0.00253279;-4.84925;-0.32236;
0.00253313;-4.84723;-4.51572;
0.00253329;-4.84428;-6.60205;
0.00253348;-4.8395;-8.93947;
0.00253358;-4.83633;-10.1719;
0.00253362;-4.81813;-10.3741;
0.00253367;-4.79846;-10.3999;
0.00253368;-4.79611;-10.4039;
0.0025337;-4.79479;-10.4071;
0.00253371;-4.79393;-10.4104;
0.00253372;-4.79361;-10.4125;
0.00253373;-4.79344;-10.4146;
0.00253375;-4.79334;-10.4168;
0.00253376;-4.79326;-10.4188;
0.00253377;-4.79312;-10.4209;
0.00253379;-4.79289;-10.4228;
0.00253381;-4.79248;-10.425;
0.00253383;-4.79186;-10.4272;
0.00253386;-4.79084;-10.4299;
0.00253389;-4.78937;-10.4329;
0.00253393;-4.78793;-10.4355;
0.00253397;-4.7863;-10.4381;
0.00253401;-4.7846;-10.4406;
0.00253408;-4.7818;-10.4442;
0.00253418;-4.77803;-10.4481;
0.00253429;-4.77372;-10.4517;
0.00253449;-4.76587;-10.4568;
0.0025349;-4.7502;-10.4633;
0.00253548;-4.7274;-10.4691;
0.00253642;-4.69092;-10.4738;
0.00253748;-4.64966;-10.4758;
0.00253882;-4.59762;-10.4768;
0.00254039;-4.53674;-10.4773;
0.00254259;-4.45134;-10.4774;
0.00254557;-4.33577;-10.4775;
0.00255048;-4.14492;-10.4774;
0.00255924;-3.8045;-10.4774;
0.00256924;-3.41615;-10.4774;
0.00257924;-3.02785;-10.4773;
0.00258924;-2.63958;-10.4773;
0.00259924;-2.25136;-10.4773;
0.00260924;-1.86317;-10.4772;
0.00261924;-1.47503;-10.4772;
0.00262924;-1.08692;-10.4772;
0.00263924;-0.69886;-10.4771;
0.00264924;-0.310834;-10.4771;
0.00265924;0.0771482;-10.4771;
0.00266924;0.465093;-10.477;
0.00267924;0.852996;-10.477;
0.00268924;1.24086;-10.477;
0.00269924;1.62868;-10.4769;
0.00270924;2.01647;-10.4769;
0.00271924;2.40421;-10.4769;
0.00272924;2.79191;-10.4768;
0.00273924;3.17958;-10.4768;
0.00274924;3.5672;-10.4767;
0.00275566;3.81587;-10.4751;
0.00276347;4.11851;-10.4687;
0.00277013;4.37635;-10.4579;
0.00277794;4.67782;-10.4262;
0.0027783;4.69188;-10.4229;
0.00277903;4.71997;-10.4145;
0.00277986;4.75179;-10.3991;
0.00277996;4.75555;-10.3964;
0.00278015;4.76308;-10.39;
0.00278054;4.77816;-10.3672;
0.00278067;4.78335;-10.3502;
0.00278076;4.78707;-10.3268;
0.00278081;4.7897;-10.2973;
0.00278084;4.79184;-10.2636;
0.00278088;4.79525;-10.1932;
0.00278091;4.79794;-10.1202;
0.00278095;4.80076;-10.0246;
0.00278099;4.80408;-9.89121;
0.00278104;4.80914;-9.65873;
0.0027811;4.8159;-9.30486;
0.00278118;4.82699;-8.60303;
0.00278124;4.83374;-8.06099;
0.00278129;4.83913;-7.40468;
0.00278135;4.84173;-6.68902;
0.00278141;4.84278;-5.96683;
0.00278147;4.84394;-5.19591;
0.00278154;4.84533;-4.3684;
0.00278164;4.84704;-3.11583;
0.00278182;4.84872;-0.956573;
0.00278204;4.84885;1.84554;
0.0027825;4.84199;7.44954;
0.00278273;4.83505;10.2258;
0.0027828;4.80287;10.3935;
0.00278286;4.79217;10.4102;
0.00278287;4.79218;10.4123;
0.00278288;4.79232;10.4142;
0.00278289;4.79248;10.4158;
0.0027829;4.79266;10.4176;
0.00278292;4.79277;10.4194;
0.00278293;4.79278;10.4212;
0.00278295;4.79262;10.4231;
0.00278296;4.79223;10.4251;
0.00278299;4.79153;10.4274;
0.00278302;4.79009;10.4307;
0.00278305;4.78883;10.4331;
0.00278308;4.78751;10.4353;
0.00278312;4.78617;10.4374;
0.00278316;4.78438;10.44;
0.00278324;4.78131;10.4438;
0.00278334;4.77765;10.4476;
0.00278344;4.77375;10.4508;
0.00278364;4.76596;10.4559;
0.00278392;4.75508;10.4608;
0.00278448;4.73332;10.4672;
0.00278519;4.70562;10.4714;
0.00278638;4.65923;10.4747;
0.00278751;4.61539;10.4757;
0.00278917;4.55099;10.4764;
0.00279098;4.48067;10.4766;
0.00279398;4.36428;10.4767;
0.00279791;4.21176;10.4767;
0.00280576;3.90675;10.4767;
0.00281576;3.51842;10.4767;
0.00282576;3.13013;10.4767;
0.00283576;2.74188;10.4767;
0.00284576;2.35367;10.4767;
0.00285576;1.9655;10.4767;
0.00286576;1.57737;10.4767;
0.00287576;1.18927;10.4767;
0.00288576;0.801218;10.4767;
0.00289576;0.4132;10.4767;
