time;V(U_a);V(U_o);
0.00824998;4.35369;-10.4591;
0.00825743;4.64152;-10.4332;
0.00826034;4.75384;-10.397;
0.00826047;4.75852;-10.3933;
0.00826071;4.76787;-10.3839;
0.00826077;4.77021;-10.3807;
0.00826089;4.77491;-10.373;
0.00826106;4.78165;-10.3549;
0.00826109;4.78277;-10.3503;
0.00826114;4.78511;-10.3377;
0.00826118;4.78674;-10.3253;
0.00826122;4.78854;-10.3063;
0.00826124;4.79027;-10.2821;
0.00826127;4.79268;-10.239;
0.00826131;4.7955;-10.1752;
0.00826134;4.79795;-10.1046;
0.00826137;4.80065;-10.0102;
0.00826142;4.80503;-9.8284;
0.00826149;4.81169;-9.50518;
0.00826155;4.81956;-9.06306;
0.00826162;4.82879;-8.43786;
0.00826167;4.83506;-7.8808;
0.00826174;4.84022;-7.07288;
0.0082618;4.84191;-6.33298;
0.00826186;4.84293;-5.54526;
0.00826193;4.84433;-4.68872;
0.008262;4.84572;-3.79798;
0.00826215;4.84761;-2.01654;
0.00826229;4.8485;-0.266855;
0.00826258;4.84758;3.23242;
0.00826307;4.83713;9.31669;
0.00826321;4.81638;10.3855;
0.00826328;4.79414;10.4093;
0.0082633;4.79186;10.4142;
0.00826331;4.79162;10.4158;
0.00826333;4.7915;10.4176;
0.00826334;4.79149;10.4193;
0.00826335;4.79151;10.421;
0.00826336;4.79149;10.4226;
0.00826338;4.79138;10.4243;
0.00826339;4.79114;10.426;
0.00826341;4.79068;10.4279;
0.00826343;4.78994;10.4299;
0.00826347;4.78858;10.4328;
0.0082635;4.78746;10.4348;
0.00826353;4.78613;10.4369;
0.00826357;4.78464;10.4391;
0.00826361;4.78277;10.4416;
0.00826369;4.77973;10.4451;
0.0082638;4.77568;10.4489;
0.00826391;4.77138;10.4522;
0.00826413;4.76278;10.4573;
0.00826447;4.74932;10.4627;
0.00826505;4.72689;10.4683;
0.00826596;4.69154;10.4728;
0.00826706;4.6487;10.475;
0.00826838;4.59761;10.476;
0.00826998;4.5353;10.4765;
0.00827214;4.45143;10.4766;
0.00827519;4.33308;10.4767;
0.00828005;4.14441;10.4767;
0.00828906;3.79437;10.4767;
0.00829906;3.40606;10.4767;
0.00830906;3.01778;10.4767;
0.00831906;2.62954;10.4767;
0.00832906;2.24134;10.4767;
0.00833906;1.85318;10.4767;
0.00834906;1.46506;10.4767;
0.00835906;1.07698;10.4767;
0.00836906;0.688931;10.4767;
0.00837906;0.300927;10.4767;
0.00838906;-0.0870401;10.4767;
0.00839906;-0.474967;10.4767;
0.00840906;-0.862856;10.4767;
0.00841906;-1.2507;10.4767;
0.00842906;-1.63852;10.4767;
0.00843906;-2.02629;10.4767;
0.00844906;-2.41402;10.4767;
0.00845906;-2.80172;10.4767;
0.00846906;-3.18937;10.4767;
0.00847906;-3.57699;10.4766;
0.0084854;-3.82263;10.4749;
0.00849312;-4.12177;10.4685;
0.00849975;-4.37833;10.4578;
0.00850756;-4.67974;10.4257;
0.00850784;-4.69086;10.4231;
0.00850842;-4.71308;10.4168;
0.00850957;-4.75748;10.3948;
0.00850967;-4.76127;10.3916;
0.00850987;-4.76885;10.3834;
0.0085101;-4.77793;10.3677;
0.00851021;-4.78215;10.3551;
0.00851028;-4.78495;10.3421;
0.00851032;-4.78689;10.3286;
0.00851035;-4.78852;10.3127;
0.00851038;-4.79014;10.2919;
0.00851041;-4.79223;10.2575;
0.00851045;-4.7951;10.1977;
0.00851047;-4.79748;10.1347;
0.00851051;-4.80023;10.0449;
0.00851055;-4.80336;9.92287;
0.0085106;-4.80827;9.70241;
0.00851066;-4.81483;9.36592;
0.00851074;-4.82512;8.73849;
0.00851078;-4.83168;8.25234;
0.00851083;-4.83729;7.68971;
0.00851089;-4.84105;6.98964;
0.00851095;-4.84268;6.20904;
0.00851101;-4.84369;5.50224;
0.00851109;-4.8453;4.54653;
0.00851116;-4.84671;3.62653;
0.00851131;-4.84862;1.78268;
0.00851148;-4.84955;-0.296626;
0.00851181;-4.84758;-4.47488;
0.00851198;-4.8446;-6.59716;
0.00851216;-4.8401;-8.81332;
0.00851225;-4.83713;-9.99132;
0.0085123;-4.82127;-10.3711;
0.00851234;-4.80347;-10.3951;
0.00851236;-4.79914;-10.4008;
0.00851237;-4.79717;-10.4042;
0.00851239;-4.79542;-10.4081;
0.0085124;-4.79459;-10.4111;
0.00851241;-4.79421;-10.4132;
0.00851243;-4.79395;-10.4153;
0.00851244;-4.79374;-10.4176;
0.00851245;-4.79356;-10.4196;
0.00851247;-4.79333;-10.4217;
0.00851248;-4.79301;-10.4237;
0.0085125;-4.7925;-10.4259;
0.00851253;-4.79178;-10.4282;
0.00851256;-4.79061;-10.431;
0.00851259;-4.78919;-10.4338;
0.00851263;-4.78767;-10.4364;
0.00851267;-4.78596;-10.4391;
0.00851272;-4.78399;-10.4418;
0.00851281;-4.78048;-10.446;
0.00851294;-4.77556;-10.4505;
0.00851307;-4.77049;-10.4542;
0.00851333;-4.76038;-10.4596;
0.00851385;-4.74015;-10.4662;
0.00851437;-4.72007;-10.4702;
0.0085154;-4.6799;-10.4744;
0.00851646;-4.63897;-10.4761;
0.00851798;-4.57992;-10.477;
0.00851957;-4.51796;-10.4773;
0.00852209;-4.42008;-10.4774;
0.00852527;-4.2966;-10.4775;
0.00853131;-4.06197;-10.4774;
0.00854131;-3.6736;-10.4774;
0.00855131;-3.28527;-10.4774;
0.00856131;-2.89698;-10.4773;
0.00857131;-2.50873;-10.4773;
0.00858131;-2.12052;-10.4773;
0.00859131;-1.73235;-10.4772;
0.00860131;-1.34422;-10.4772;
0.00861131;-0.956124;-10.4772;
0.00862131;-0.568076;-10.4771;
0.00863131;-0.180063;-10.4771;
0.00864131;0.207906;-10.4771;
0.00865131;0.595838;-10.477;
0.00866131;0.983726;-10.477;
0.00867131;1.37158;-10.477;
0.00868131;1.75939;-10.4769;
0.00869131;2.14716;-10.4769;
0.00870131;2.53489;-10.4769;
0.00871131;2.92258;-10.4768;
0.00872131;3.31023;-10.4768;
0.00873131;3.69782;-10.4761;
0.00873746;3.93618;-10.4732;
0.00874465;4.21447;-10.4654;
0.00875127;4.47059;-10.4518;
0.00875225;4.50869;-10.4488;
0.00875422;4.58485;-10.4411;
0.00875817;4.73689;-10.4071;
0.0087583;4.74188;-10.4046;
0.00875856;4.75186;-10.3987;
0.00875907;4.7718;-10.3787;
0.00875913;4.77422;-10.3746;
0.00875926;4.77909;-10.3638;
0.00875933;4.78181;-10.3551;
0.00875942;4.78554;-10.3361;
0.00875946;4.78758;-10.319;
0.00875949;4.78932;-10.2985;
0.00875952;4.79126;-10.2688;
0.00875956;4.79438;-10.2065;
0.00875959;4.79709;-10.1364;
0.00875963;4.79997;-10.0422;
0.00875967;4.80303;-9.92257;
0.00875972;4.80792;-9.70316;
0.00875978;4.8144;-9.37097;
0.00875986;4.82467;-8.74523;
0.0087599;4.83122;-8.26103;
0.00875995;4.8368;-7.70227;
0.00876001;4.84055;-7.00486;
0.00876007;4.84215;-6.23064;
0.00876013;4.84312;-5.52915;
0.00876021;4.84469;-4.58067;
0.00876028;4.84606;-3.67624;
0.00876043;4.84789;-1.8674;
0.00876059;4.84876;0.161166;
0.00876092;4.84682;4.21818;
0.00876112;4.8433;6.62434;
0.00876126;4.83971;8.34928;
0.00876134;4.83732;9.31264;
0.00876139;4.83572;9.90048;
0.00876142;4.83446;10.2593;
0.00876144;4.82592;10.3521;
0.00876146;4.81307;10.378;
0.00876148;4.80568;10.3882;
0.00876149;4.80123;10.3944;
0.00876151;4.79768;10.4001;
0.00876153;4.79527;10.4055;
0.00876154;4.79423;10.4093;
0.00876156;4.79387;10.4113;
0.00876157;4.79361;10.4134;
0.00876158;4.79338;10.4159;
0.00876159;4.79319;10.418;
0.00876161;4.79292;10.4203;
0.00876163;4.79258;10.4223;
0.00876165;4.79203;10.4246;
0.00876167;4.79128;10.427;
0.0087617;4.79003;10.43;
0.00876174;4.78863;10.4328;
0.00876177;4.78707;10.4355;
0.00876182;4.78534;10.4382;
0.00876187;4.78324;10.4411;
0.00876197;4.77931;10.4457;
0.00876209;4.77482;10.4497;
0.00876224;4.76898;10.4539;
0.00876254;4.75729;10.4599;
0.00876314;4.73394;10.4667;
0.00876369;4.71241;10.4704;
0.0087648;4.66932;10.4742;
0.00876588;4.62749;10.4755;
0.00876751;4.56409;10.4763;
0.00876919;4.49892;10.4766;
0.00877198;4.39063;10.4767;
0.00877547;4.255;10.4767;
0.00878246;3.98375;10.4767;
0.00879246;3.59542;10.4767;
0.00880246;3.20712;10.4767;
0.00881246;2.81887;10.4767;
0.00882246;2.43064;10.4767;
0.00883246;2.04247;10.4767;
0.00884246;1.65432;10.4767;
0.00885246;1.26623;10.4767;
0.00886246;0.878159;10.4767;
0.00887246;0.490138;10.4767;
0.00888246;0.10215;10.4767;
0.00889246;-0.285793;10.4767;
0.00890246;-0.673703;10.4767;
0.00891246;-1.06157;10.4767;
0.00892246;-1.4494;10.4767;
0.00893246;-1.83719;10.4767;
0.00894246;-2.22494;10.4767;
0.00895246;-2.61266;10.4767;
0.00896246;-3.00033;10.4767;
0.00897246;-3.38797;10.4767;
0.00898246;-3.77554;10.4753;
0.00898906;-4.03122;10.4711;
0.00899643;-4.31661;10.461;
0.00900343;-4.58738;10.4409;
0.00900628;-4.69749;10.4214;
0.0090081;-4.76722;10.3845;
0.00900812;-4.76826;10.3831;
0.00900817;-4.77034;10.3803;
0.00900828;-4.77447;10.3736;
0.00900844;-4.78075;10.3579;
0.00900851;-4.78371;10.3455;
0.00900856;-4.78583;10.3323;
0.0090086;-4.78753;10.3172;
0.00900863;-4.78912;10.2981;
0.00900866;-4.79101;10.2688;
0.00900869;-4.79399;10.21;
0.00900873;-4.79665;10.1422;
0.00900876;-4.79951;10.0502;
0.0090088;-4.80247;9.93592;
0.00900885;-4.8073;9.72122;
0.00900891;-4.8137;9.39683;
0.00900899;-4.82364;8.80041;
0.00900903;-4.8304;8.31232;
0.00900908;-4.83612;7.76555;
0.00900914;-4.8403;7.04966;
0.0090092;-4.84203;6.28783;
0.00900926;-4.84305;5.56246;
0.00900933;-4.84452;4.68535;
0.00900941;-4.84596;3.77428;
0.00900955;-4.84795;1.94837;
0.00900971;-4.84895;-0.00950165;
0.00901002;-4.84757;-3.94268;
0.00901028;-4.84299;-7.18867;
0.00901042;-4.83919;-8.96597;
0.00901051;-4.83653;-10.0101;
0.00901055;-4.82334;-10.3654;
0.00901059;-4.80663;-10.3901;
0.00901061;-4.80045;-10.3978;
0.00901062;-4.79796;-10.4016;
0.00901064;-4.79564;-10.4061;
0.00901066;-4.79417;-10.4107;
0.00901067;-4.79376;-10.4129;
0.00901068;-4.7935;-10.4149;
0.00901069;-4.79327;-10.4173;
0.00901071;-4.7931;-10.4193;
0.00901072;-4.79285;-10.4215;
0.00901074;-4.79253;-10.4235;
0.00901076;-4.79201;-10.4258;
0.00901078;-4.79129;-10.428;
0.00901081;-4.79009;-10.4309;
0.00901085;-4.78868;-10.4337;
0.00901088;-4.78715;-10.4364;
0.00901093;-4.78543;-10.4391;
0.00901098;-4.78343;-10.4419;
0.00901107;-4.77984;-10.4461;
0.00901119;-4.77501;-10.4505;
0.00901133;-4.76979;-10.4543;
0.0090116;-4.75935;-10.4599;
0.00901213;-4.73849;-10.4665;
0.00901266;-4.71812;-10.4704;
0.00901371;-4.67736;-10.4745;
0.00901476;-4.63631;-10.4761;
0.00901631;-4.57643;-10.477;
0.00901791;-4.51394;-10.4773;
0.00902048;-4.41414;-10.4775;
0.00902372;-4.2886;-10.4774;
0.00902995;-4.04645;-10.4774;
0.00903995;-3.65808;-10.4774;
0.00904995;-3.26975;-10.4774;
0.00905995;-2.88147;-10.4773;
0.00906995;-2.49321;-10.4773;
0.00907995;-2.10501;-10.4773;
0.00908995;-1.71683;-10.4772;
0.00909995;-1.32871;-10.4772;
0.00910995;-0.940616;-10.4772;
0.00911995;-0.552569;-10.4771;
0.00912995;-0.164558;-10.4771;
0.00913995;0.223409;-10.4771;
0.00914995;0.611339;-10.477;
0.00915995;0.999226;-10.477;
0.00916995;1.38708;-10.477;
0.00917995;1.77488;-10.4769;
0.00918995;2.16265;-10.4769;
0.00919995;2.55038;-10.4769;
0.00920995;2.93807;-10.4768;
0.00921995;3.32572;-10.4768;
0.00922995;3.71331;-10.4759;
0.00923616;3.95379;-10.4729;
0.00924335;4.23234;-10.4647;
0.00924998;4.48872;-10.4504;
0.00925096;4.52673;-10.4472;
0.00925293;4.60273;-10.4389;
0.00925624;4.73032;-10.4103;
0.00925631;4.73308;-10.4091;
0.00925645;4.7386;-10.4065;
0.00925674;4.74961;-10.4004;
0.00925731;4.77165;-10.3792;
0.00925737;4.7742;-10.375;
0.00925751;4.77935;-10.3636;
0.00925758;4.78211;-10.3547;
0.00925766;4.78568;-10.3364;
0.00925771;4.78769;-10.3197;
0.00925774;4.78939;-10.3;
0.00925776;4.79127;-10.2715;
0.0092578;4.79441;-10.2097;
0.00925784;4.79724;-10.137;
0.00925788;4.80014;-10.042;
0.00925791;4.8032;-9.92235;
0.00925797;4.80808;-9.70334;
0.00925802;4.81455;-9.37177;
0.0092581;4.82479;-8.74853;
0.00925815;4.83133;-8.2655;
0.0092582;4.83692;-7.70796;
0.00925825;4.84069;-7.01029;
0.00925832;4.8423;-6.23719;
0.00925837;4.84328;-5.535;
0.00925845;4.84484;-4.58465;
0.00925853;4.84621;-3.68371;
0.00925867;4.84804;-1.88185;
0.00925884;4.84892;0.14071;
0.00925917;4.84701;4.18571;
0.00925937;4.8434;6.65594;
0.0092595;4.83996;8.31421;
0.00925958;4.83763;9.2541;
0.00925963;4.83599;9.86077;
0.00925966;4.83485;10.232;
0.00925968;4.82721;10.3485;
0.0092597;4.81488;10.3757;
0.00925972;4.80618;10.3879;
0.00925974;4.80164;10.394;
0.00925975;4.79794;10.4;
0.00925977;4.79562;10.405;
0.00925979;4.79443;10.4091;
0.0092598;4.79405;10.4112;
0.00925981;4.79379;10.4133;
0.00925982;4.79355;10.4158;
0.00925984;4.79336;10.4179;
0.00925985;4.79309;10.4202;
0.00925987;4.79275;10.4222;
0.00925989;4.79221;10.4245;
0.00925991;4.79148;10.4269;
0.00925994;4.79025;10.4299;
0.00925998;4.78883;10.4327;
0.00926002;4.78728;10.4354;
0.00926006;4.78554;10.4382;
0.00926011;4.78348;10.441;
0.00926021;4.77965;10.4455;
0.00926033;4.77506;10.4497;
0.00926048;4.7694;10.4537;
0.00926077;4.75809;10.4596;
0.00926135;4.73547;10.4664;
0.00926189;4.71429;10.4701;
0.00926299;4.67193;10.474;
0.00926406;4.63028;10.4754;
0.00926566;4.56792;10.4763;
0.00926732;4.50347;10.4766;
0.00927005;4.39772;10.4767;
0.00927346;4.26495;10.4767;
0.0092803;3.99943;10.4767;
0.0092903;3.6111;10.4767;
0.0093003;3.2228;10.4767;
0.0093103;2.83454;10.4767;
0.0093203;2.44632;10.4767;
0.0093303;2.05814;10.4767;
0.0093403;1.66999;10.4767;
0.0093503;1.28189;10.4767;
0.0093603;0.893827;10.4767;
0.0093703;0.505804;10.4767;
0.0093803;0.117815;10.4767;
0.0093903;-0.27013;10.4767;
0.0094003;-0.658042;10.4767;
0.0094103;-1.04591;10.4767;
0.0094203;-1.43374;10.4767;
0.0094303;-1.82153;10.4767;
0.0094403;-2.20929;10.4767;
0.0094503;-2.597;10.4767;
0.0094603;-2.98468;10.4767;
0.0094703;-3.37232;10.4767;
0.0094803;-3.75989;10.4754;
0.00948675;-4.00996;10.4716;
0.00949405;-4.29227;10.4621;
0.00950094;-4.55884;10.4441;
0.00950379;-4.6687;10.4282;
0.00950559;-4.73808;10.4069;
0.00950663;-4.77827;10.3644;
0.00950697;-4.80872;9.0619;
0.00950716;-4.83049;7.16365;
0.00950724;-4.83363;6.24262;
0.00950732;-4.83498;5.17259;
0.00950738;-4.83617;4.41237;
0.00950746;-4.83758;3.50595;
0.00950758;-4.83921;1.95758;
0.00950771;-4.84011;0.340216;
0.00950797;-4.83965;-2.90641;
0.00950836;-4.83293;-7.85459;
0.00950856;-4.82555;-10.3255;
0.00950863;-4.79264;-10.3957;
0.00950868;-4.78302;-10.4102;
0.00950869;-4.783;-10.4123;
0.0095087;-4.78313;-10.4141;
0.00950871;-4.78332;-10.4157;
0.00950872;-4.78357;-10.4176;
0.00950874;-4.78375;-10.4193;
0.00950875;-4.78385;-10.4212;
0.00950876;-4.7838;-10.4229;
0.00950878;-4.78355;-10.4249;
0.0095088;-4.78305;-10.427;
0.00950883;-4.78204;-10.4297;
0.00950885;-4.78105;-10.4318;
0.00950888;-4.77995;-10.4338;
0.00950891;-4.77858;-10.4361;
0.00950894;-4.77723;-10.4383;
0.00950899;-4.77538;-10.4409;
0.00950907;-4.77241;-10.4446;
0.00950916;-4.76866;-10.4484;
0.00950926;-4.76482;-10.4516;
0.00950946;-4.75716;-10.4566;
0.00950974;-4.74611;-10.4617;
0.0095103;-4.72445;-10.468;
0.00951102;-4.69655;-10.4722;
0.0095122;-4.65074;-10.4755;
0.00951333;-4.60684;-10.4765;
0.00951497;-4.54316;-10.4772;
0.00951678;-4.4729;-10.4774;
0.00951973;-4.35814;-10.4775;
0.00952363;-4.20669;-10.4774;
0.00953143;-3.90381;-10.4774;
0.00954143;-3.51546;-10.4774;
0.00955143;-3.12714;-10.4773;
0.00956143;-2.73887;-10.4773;
0.00957143;-2.35063;-10.4773;
0.00958143;-1.96244;-10.4773;
0.00959143;-1.57428;-10.4772;
0.00960143;-1.18617;-10.4772;
0.00961143;-0.798095;-10.4771;
0.00962143;-0.41006;-10.4771;
0.00963143;-0.0220668;-10.4771;
0.00964143;0.365888;-10.477;
0.00965143;0.753801;-10.477;
0.00966143;1.14168;-10.477;
0.00967143;1.52951;-10.4769;
0.00968143;1.9173;-10.4769;
0.00969143;2.30506;-10.4769;
0.00970143;2.69277;-10.4768;
0.00971143;3.08044;-10.4768;
0.00972143;3.46808;-10.4768;
0.00972937;3.776;-10.4754;
0.0097364;4.04827;-10.4707;
0.00974387;4.33729;-10.46;
0.00975147;4.63129;-10.435;
0.00975215;4.65743;-10.4305;
0.00975351;4.70968;-10.4179;
0.00975366;4.71547;-10.4161;
0.00975396;4.72703;-10.4119;
0.00975456;4.75015;-10.4002;
0.00975506;4.76956;-10.3827;
0.00975529;4.77837;-10.367;
0.00975543;4.78393;-10.348;
0.00975551;4.78751;-10.3238;
0.00975552;4.78787;-10.3203;
0.00975553;4.78865;-10.3121;
0.00975556;4.79044;-10.2887;
0.00975559;4.7926;-10.2522;
0.00975563;4.79585;-10.1816;
0.00975566;4.79836;-10.1108;
0.0097557;4.80118;-10.0132;
0.00975574;4.80493;-9.85915;
0.0097558;4.81059;-9.59235;
0.00975586;4.81787;-9.19884;
0.00975595;4.83022;-8.36215;
0.00975601;4.8369;-7.7258;
0.00975608;4.84138;-6.89741;
0.00975614;4.84277;-6.12693;
0.0097562;4.84377;-5.38124;
0.00975628;4.84532;-4.4463;
0.00975635;4.8467;-3.50493;
0.00975651;4.84848;-1.62221;
0.00975667;4.8492;0.368925;
0.00975699;4.84709;4.35109;
0.00975717;4.8439;6.52261;
0.00975735;4.83916;8.75731;
0.00975745;4.83601;9.94514;
0.00975751;4.82187;10.368;
0.00975754;4.80465;10.3924;
0.00975756;4.7994;10.3993;
0.00975757;4.79739;10.4027;
0.00975759;4.79548;10.4068;
0.00975761;4.79451;10.4101;
0.00975762;4.79409;10.4122;
0.00975763;4.79381;10.4143;
0.00975764;4.79357;10.4167;
0.00975766;4.79338;10.4187;
0.00975767;4.79312;10.4209;
0.00975769;4.79278;10.4229;
0.00975771;4.79225;10.4251;
0.00975773;4.79152;10.4274;
0.00975776;4.79032;10.4303;
0.0097578;4.78888;10.4331;
0.00975784;4.78733;10.4358;
0.00975788;4.78559;10.4385;
0.00975793;4.78355;10.4413;
0.00975803;4.7798;10.4456;
0.00975815;4.77511;10.4499;
0.00975829;4.76955;10.4538;
0.00975858;4.75845;10.4596;
0.00975915;4.73625;10.4663;
0.00975969;4.7151;10.4701;
0.00976078;4.67279;10.474;
0.00976185;4.63121;10.4754;
0.00976345;4.56912;10.4763;
0.00976511;4.50491;10.4766;
0.00976781;4.39973;10.4767;
0.00977121;4.26773;10.4767;
0.00977801;4.00374;10.4767;
0.00978801;3.61541;10.4767;
0.00979801;3.2271;10.4767;
0.00980801;2.83885;10.4767;
0.00981801;2.45063;10.4767;
0.00982801;2.06245;10.4767;
0.00983801;1.6743;10.4767;
0.00984801;1.2862;10.4767;
0.00985801;0.898133;10.4767;
0.00986801;0.510109;10.4767;
0.00987801;0.122119;10.4767;
0.00988801;-0.265827;10.4767;
0.00989801;-0.653738;10.4767;
0.00990801;-1.04161;10.4767;
0.00991801;-1.42944;10.4767;
0.00992801;-1.81723;10.4767;
0.00993801;-2.20499;10.4767;
0.00994801;-2.5927;10.4767;
0.00995801;-2.98038;10.4767;
0.00996801;-3.36801;10.4767;
0.00997801;-3.75559;10.4755;
0.00998443;-4.00432;10.4717;
0.0099917;-4.28593;10.4624;
0.00999879;-4.55998;10.444;
0.01;-4.60674;10.4384;
